Peak-to-Peak Voltage (Vpp)
16.88
16.88
16.48
16.48
16.72
16.72
17.04
17.04
17.04
16.48
16.48
17.2
17.2
17.2
16.0
16.0
17.28
17.28
16.8
16.8
16.64
16.64
16.64
17.04
17.04
17.28
17.28
16.72
16.72
17.04
17.04
16.8
16.8
16.64
16.64
17.28
17.28
16.56
16.56
16.96
16.96
17.04
17.04
16.88
16.88
15.76
15.76
16.8
16.8
16.8
17.2
17.2
16.8
16.8
17.04
16.72
16.72
16.72
16.64
16.64
16.88
16.88
15.92
15.92
16.56
16.56
16.56
16.88
16.88
16.88
16.88
16.48
16.48
16.8
16.8
16.32
16.32
16.72
16.72
16.88
16.88
16.8
16.8
16.8
17.2
17.2
16.88
16.88
16.16
16.16
16.16
16.16
16.16
17.04
17.04
17.2
17.2
17.12
17.12
17.36
17.36
17.36
17.12
17.12
16.96
16.96
16.8
16.8
16.8
16.8
16.8
16.4
16.4
16.72
16.72
16.72
17.04
17.04
17.36
17.36
17.04
17.04
16.96
16.96
16.96
16.56
16.56
16.64
16.64
16.96
16.96
16.48
16.48
16.48
16.64
16.64
16.96
16.96
16.56
16.56
16.88
16.88
16.8
16.8
16.96
16.96
16.96
16.72
16.72
14.72
14.72
16.32
16.32
16.4
16.4
16.32
16.32
17.36
17.36
17.36
17.28
17.28
17.04
17.04
17.04
17.04
16.4
16.4
17.12
17.12
16.72
16.72
16.88
16.88
16.8
16.8
16.96
16.96
16.96
16.96
16.96
16.64
16.64
16.8
16.8
16.32
16.32
16.32
16.56
11.76
11.76
11.76
16.56
16.56
16.96
16.96
16.88
16.88
16.64
16.64
16.64
16.4
16.4
16.72
16.72
16.48
16.48
17.28
17.28
17.28
16.88
16.88
16.96
16.96
15.76
15.76
16.48
16.48
16.48
16.24
16.24
16.4
16.4
16.8
16.8
16.56
16.56
16.56
16.88
16.88
16.88
16.88
17.2
17.2
16.88
16.88
16.48
16.48
16.16
16.16
16.16
16.72
16.72
16.72
16.72
17.28
17.28
16.72
16.72
16.72
16.8
16.8
16.72
16.72
16.88
16.88
16.88
16.88
16.8
16.32
16.32
16.32
16.96
16.96
16.8
16.8
16.48
16.48
16.4
16.4
16.4
17.12
17.12
16.08
16.08
16.72
16.72
16.64
16.64
16.64
17.04
17.04
